"CO","tin_oxide","Benzene","Titan","NOx","Tungsten.oxide","NO2","Tungsten","Indium.oxide","Temperature","Relative.Humidity","Absolute.Humidity"
7.1,1188.1,41.5,976.3,398.5,957.9,227.9,1120.2,1608.5,0.4,80.8,2.4
4.5,861.9,29.4,611.9,249.1,1387.6,228.7,956.9,1229.8,9.8,53.9,2.7
5.9,1014.3,39.9,924.5,314.5,1074,211.5,1318.1,1329.3,13.4,30.4,3
6.9,1120.3,40.5,963.6,306.2,936.3,248.2,1472.5,1767.8,6,65.4,2.7
8.7,1466.5,51.3,1313.2,315.7,845,162.3,2390.6,1821.4,16.5,78.2,3.9
8.7,1387.2,48.9,1289.2,370.7,695.2,244.3,1917.6,1772.4,11.1,68.3,3.3
7,1187.4,44.1,1121.6,547.2,817.2,290.5,1114,1826.4,5.7,66.9,2.5
6.3,1217.6,39.6,929.5,366.3,912,218.5,1434.1,1674.6,7.9,67.9,2.8
8.4,1406.9,52.9,1374.7,484.3,643.7,250.7,1807.3,1840.3,10.7,77.4,3.2
5.9,979.5,39.2,851.8,330.4,1325.3,138.2,1528.3,1126.3,8.2,78.3,2.9
8,1371.8,43.7,1083.7,426.5,702.8,285,1188.6,2040.3,2.2,90.8,2.6
6,1172.3,35,737.8,310.6,1184.5,157.7,1293.6,1449.4,3.5,88.7,3
6.2,1030.4,37.1,866,353,803.9,247.2,1235.3,1517.9,10,74.2,3.1
4.5,922.7,27.7,525.6,214.6,1422.3,129.9,998.6,1110.6,3.2,84.3,2.8
7.1,1176.2,45.2,1085.9,365.9,1008.2,188.7,1540.9,1790.9,10.3,67.4,3.1
6.5,1075.3,39.9,981.5,458.3,796.9,283,943.6,1565.5,8.5,58.4,2.8
3.3,727.6,22.8,388.8,147.5,1395.4,131.4,734.5,726.7,6.5,50.7,2.5
7.3,1199.4,40.6,1027.7,353.8,898.7,219.4,1372,1519.6,6,72.2,2.8
4.5,675.5,28.4,488.8,227.4,1409,197.3,952.3,843.6,11.9,30.7,2.5
8.8,1368,48.1,1188.3,529.7,835.8,245.5,1490.1,1748.4,2.3,93.8,2.6
7.3,1319.3,44.4,1161.9,385.8,924.2,176.8,1835.8,1619.4,11.3,90.3,3.4
6.6,838.6,35.5,764.5,378.8,1344.4,183.1,1174.3,1131.9,12.3,40.7,2.9
7,1240.9,43.7,1067.1,373.5,922.5,157.9,1478,1750.4,7.6,85.8,3.2
6,1087.6,40,955.5,261.1,1228.3,192.3,1537.5,1540.6,6.9,61.2,2.5
9.9,1568,57.9,1536.4,620.1,657.2,258.6,1722.4,2686,0.1,82.9,2.7
6.1,1015.7,40.7,956.3,212.1,1164.2,157.4,1551.8,1171.5,15.6,40.1,3.1
6.6,1124,41.9,1031.1,378,844.5,221.1,1313.1,1654.9,4.9,73.4,2.5
6.3,989.9,37.5,843.2,439.4,1000.7,251.7,831.6,1789.9,1.6,70.3,2.2
4,698.8,25.5,437.7,251,1263.6,147.7,1010.9,751,8.5,83.7,3.3
9.9,1742.2,56.6,1489.8,442.1,710.6,264.6,2020.3,2491.3,6,55.4,2.5
6.8,1044.4,36.8,815.6,460.7,1153.4,226.7,970.1,1437.1,-1.2,96.4,2.5
6,939.1,38,821.2,389,1191.1,159.9,1153.4,1417,6.3,79.3,3.1
7.7,1272.6,39.8,919.6,502.4,917.2,241.9,929.5,1910.6,-1.7,106.7,2.6
6.1,1229.1,43.7,1058.9,316.2,928.6,172.8,1917.1,1663.8,15.2,64.4,3.4
6.1,1023.4,41.1,979.9,337.2,886.4,144.2,1675,1200.5,13.7,71.5,3.5
4.6,811.1,31.1,547.2,259.7,1378.6,190.2,817.5,951.8,4.9,67.5,2.7
6.1,1235,38,893.8,242.8,803.3,149.4,1638.7,1372,12.8,84.2,3.6
5.4,1015.2,32.2,738.5,275.3,1024.8,199.4,1085.4,1406.3,4.9,66.5,2.6
3.8,674.8,25.4,392.4,240.3,1555.6,190.4,648.2,1029.3,2.7,78.6,2.4
6.8,964.9,38.7,870,427.2,976.2,202.8,1064,1520.8,1,84.5,2.6
6.1,1075.8,44.4,1151.3,302,868.1,203.5,1339,1591.6,10.6,31.7,2.6
7.4,946.2,40.3,873.2,354.2,1121.5,210.9,1179.9,1289,5.2,64.4,2.8
7.8,1317.9,48.7,1144,525.7,897,165.9,1717.2,1785.4,5.8,89.8,3.3
7.2,1226.6,46,1170.2,446.3,654.7,243.3,1315.5,1602.4,11.2,44.6,2.9
7.3,1134.1,43,1106.6,307.3,760.6,227.7,1591.2,1626.1,15.3,32.1,3.1
9.1,1517.9,54.8,1490.2,546.8,666.2,308.1,1808.8,2334.4,7.6,68.9,3.1
6.2,1040.9,37.9,851.6,358.4,1234.2,228.7,1164.6,1551.8,2.6,79,2.6
5.9,871.9,40.4,1025,287,853.5,218.5,1485.6,1145.9,12.3,46.6,3
6.1,1077.6,41.7,974.2,339.1,1111.5,172.8,1560.3,1090.4,13.7,62.6,3.2
5.4,1073.7,33.5,669.8,309,1264.5,143.2,1290.1,1122.3,6.4,104.1,3.1
6.4,1105.4,40.3,898.2,289.8,1231.4,176.9,1745.4,1351.5,14.9,57.8,3.2
7.7,1309,47.7,1174.9,418.1,636.5,196.8,1751.1,1828.2,14.7,60.6,3.5
8,1604.7,50.4,1233.9,497.4,790.5,265.8,1447.8,2330.8,5.4,59,2.7
8.4,1563,52.9,1385.8,417.8,1010.1,256.6,1878.5,1897.7,6.5,75.7,2.6
8.5,1265.8,49.3,1257.4,357.4,992.7,180.4,1810,1694.1,8.8,76.2,3
4.2,735,22.8,303.5,223.5,1682.7,109,924.4,894.6,2.6,104.7,3
5.8,1041.2,35.5,754.7,244.6,990.1,93.9,1275.6,1181.2,6.8,82.1,3.1
6.9,1256,43.2,1084.2,311,691.8,168.9,1864.4,1666.4,10.1,88.7,3.5
6.9,1171.7,40.9,963.9,403.8,922.3,226.4,1246.6,1624.4,5.2,77,2.9
7.1,1360.6,43.5,1127.8,517.5,915.5,229.7,1482.4,1878.5,2.3,100.4,2.7
6.6,1183.2,40.8,1059.6,381,972.7,240.4,1426.8,2033.3,3.1,88.6,2.6
5.9,1172.1,39.7,948.6,354.4,726.6,136.5,1471.6,1455.3,14.6,54,3.2
7,1091.8,41.8,1092,429.6,637.3,273.6,986.4,1841,2.8,59.8,2.4
7.3,1184.3,42.8,1057.7,483,625.7,244.3,1255.6,1839.8,6.8,74,3
6.7,1172.3,38.5,921,435.2,900.9,219.8,999,1695,0.9,98.2,2.7
5.2,882.9,32.6,700.6,262.2,952.3,143,1451.6,1253.4,10,91.3,3.7
7.4,1384.8,40.9,962.4,330.3,1027.9,209.8,1451.7,1779.4,3,102.8,3
7,1162.2,40.9,1002.5,335.9,1065.5,209.8,1315.2,1513.1,7.7,69.8,2.8
5.3,900.8,31.2,695.1,201.8,977.7,204,1057.2,894.7,10.7,37.3,2.6
5.7,1096.9,39.3,940.4,158.2,1166.1,127.7,1842.9,1045.3,14.5,72.9,3.6
6.7,1255.7,44.4,1098.4,292.8,848.3,134.2,1909.9,1664.8,14.6,72.4,3.7
5.2,763.7,39.6,874.9,266.7,1388,132.2,1457.5,1004.4,14.6,54.6,3.2
7.1,1310.5,45,1125.1,435.5,736.3,197.9,1883,1976,8.7,108.8,3.8
3.9,778,29.6,589.3,133.8,1250.6,169.2,1033.9,938.2,12.9,44,2.8
4.5,655.7,31,530.3,139.9,1681.1,104.8,1194.4,1007.8,8.8,58.9,3
7,1019.1,37.9,961.1,345.1,840.4,271.7,1289.5,1643.2,6,62.7,2.5
4.8,831.9,26.2,443.4,187.8,1577.4,107.2,1002,720.7,10.7,59.8,2.9
5.1,928.5,33.1,667.5,265.8,1311.5,137.1,1060.9,1014.1,5.9,71.4,2.9
7,1099.3,44.7,1086.8,329.4,916.5,195.3,1462.4,1400.6,8.5,56.4,2.7
6.9,1070.1,38,835.8,277.6,1361.8,172.9,1417.3,1206.2,10.1,67.4,3.1
3.6,767.7,24.9,415.1,127.1,1423.4,144.6,752.9,804.1,7.1,34.7,2.3
6.6,1252.1,38.2,892.2,247.1,1069.3,165.8,1508,1603.2,5.6,80.9,2.7
7.1,1436.8,47,1277.8,341.9,515.9,242.1,2057.6,2169.3,13.6,67.4,3.5
6.6,1074.8,40.8,1010.4,322.9,861.3,162.5,1658.2,1475.2,9.4,91.4,3.6
10.2,1619.2,55.3,1488.4,652.4,471.2,306.5,1552.8,2643.5,2.5,78,2.5
4.3,929.2,34.8,757.4,153.4,1213,56.9,1838.4,926.9,13.5,102.1,4.2
5.9,1103.7,35.2,709.6,363.9,1141.8,210,883.8,1303.2,2.4,92,2.6
5.7,1010.8,36.4,847.2,243.1,1114.5,178.3,1256.1,1187.9,3,74.3,2.3
8.5,1497.8,52.2,1346.2,456,572.1,267.9,1860.7,2105.9,8.1,70.4,3.1
5.4,999.8,36.1,765.1,376.2,1325.2,195.3,990.2,1300.8,2.1,68.1,2.2
4.1,757.7,34.6,735.9,77.4,1407.6,87.4,1711.7,772.7,17.7,45.8,3.6
5.6,993,32.8,621.6,350.5,1438.2,190.3,1053.1,1210.2,8,52.9,2.7
8.6,1491.8,51.5,1419.8,477.6,617,236.9,1865.5,2215.3,6.4,85.8,3.3
8.4,1245.4,46.4,1118.8,410.5,1054.1,244.4,1542.2,1734.8,7.5,68,2.7
3.1,550,22.3,280.5,285.3,1356.5,114.6,374.9,613.7,2.2,74.6,2.5
4.7,781.1,34.3,702.4,98.6,1244,89.8,1673.7,825.8,14.2,61.9,3.5
4.8,816.2,31.5,747.8,233.5,1141.9,173.7,1240.3,1286.6,15.4,33.4,2.9
4.7,730.7,26.3,446,267.4,1431.5,223,558.6,700.2,6,45,2.1
4.5,761.3,29.7,610.9,154.7,1182.4,138.7,1267.1,1071.9,10.6,66.3,3.2
6.5,1108.4,41.4,996,354.6,1102,193.4,1308.1,1570.9,8.2,67.5,3
3,469.2,25.7,456.1,-26.5,1597.8,107.9,1199.4,358.6,14.7,17.5,2.7
7.7,1240.9,42.4,1006.9,507.4,971,272.3,1196.3,1848.7,3.1,85.4,2.6
6.1,1117.1,40.8,925.7,327.3,944.6,216,1317.1,1560.8,8.4,58.1,2.6
5.5,1182.1,37.2,882.4,340.5,821.4,180,1252.5,1437.9,2.9,102.2,3
6.9,1082.2,43.4,979.9,431.7,1222.8,224.4,1388,1299.3,6.6,58.4,2.6
6.9,1242.1,45.5,1149.5,380.1,705.9,222.1,1648.4,1590.5,10.7,61.8,2.9
6.7,1279.2,45.4,1124.3,362.6,891.8,218.1,1467.6,1649.6,12.1,47.2,3
7.9,1310.5,50,1275.2,458.3,504.1,212.3,1818.6,1989.7,10,82.8,3.3
4.5,841.4,33,763,312.4,1136.3,219.6,1030.8,945.1,10.4,43.6,2.3
9.1,1400.6,48.9,1245.8,480.7,758.5,245.8,1771.8,1965.2,5.7,70.8,3
8.8,1300.4,45.1,1106.1,486.3,941.9,286.6,1448.5,1991.6,3.8,85.4,2.7
6.4,1126.2,42.9,1051.5,310.3,961.5,206.4,1404.5,1575.6,6.8,58.1,2.6
7.4,1365.6,42.1,1072.2,436.1,863.7,258.4,1415.1,1791.7,11.2,62.4,3.1
8.2,1500.2,47.1,1262,467,797.3,240,1731.4,2007.6,9,61.9,2.9
7,1246.9,42.7,1028.1,387.4,886.3,186.8,1735.5,1637.2,9.9,82.8,3.3
5,986.3,34,718.4,171.8,1293.5,138.1,1308.5,1307.2,5.3,88.3,3.1
8.9,1449.8,52.6,1437.1,528.4,731.7,258.5,1668.6,2456.3,6.5,69.3,2.9
7.5,1227.1,43.7,1064.9,406.5,994.2,222.5,1313.9,1672.5,0.4,92.3,2.7
6,1071.1,40.1,922,283.2,1055.1,230.9,1269.8,1296,11,44.2,2.7
3.2,716.3,26.8,483.2,146.8,1115.7,113.5,1059.3,816.5,10.9,48,2.9
7.9,1163.7,52.2,1341.4,443.3,846.8,214.3,1900.7,1635.9,15.6,38.7,3
7.2,1065.4,42,1083.9,549.8,815.8,232.1,1114.3,1848.8,2.9,75.2,2.8
5.1,1017.9,35.5,816.6,331.6,917,188.9,1221.1,1305.6,9.1,71.8,3
7.4,1134.5,43.5,1021.8,328.7,941.2,254,1329.3,1600.5,4.3,87.4,2.6
4,796.5,32.6,653.2,239.4,1478.6,132.5,1280.7,895.7,12.1,47.6,2.8
6.8,1049.2,40.8,965.3,325.1,1034.5,178.1,1411.1,1542.9,11.4,59.5,3
4.8,994,35.8,804,332.1,1095.8,177.3,1202,1401.3,7.7,77.6,2.9
7.7,1401.1,49.4,1352.7,503,480.5,254.9,1470.8,2270.3,7.9,57.7,2.9
7.9,1093.6,46.1,1122.6,372.7,1253.1,210.5,1624.8,1429.9,11.1,42.7,2.7
8.1,1340.9,51.5,1354.7,323.8,951.7,180.4,1981.4,1614.8,19.4,27.9,3.2
11.4,1652.3,62.1,1724.8,532.9,506.9,294.9,2290.7,2588.9,10.3,77.4,3.1
6.4,990.6,36.3,759.9,329.3,974.8,190.2,890.4,1330.8,1.6,69.4,2.5
5.7,877.4,33.7,785.5,328.5,1077.9,222.4,1110.3,1219.9,12.9,28.7,2.7
6.3,1117.2,39,948.3,306.6,1134.2,251.5,1380.5,1561,14.8,43.1,2.9
4.8,820.1,27.7,459.9,266.9,1288.4,175.2,840.9,1040,-3.1,100.7,2.6
7,1161.9,41.3,939.8,388.6,1287.8,212,1171.8,1697.8,5.7,64.4,2.4
2.7,495.8,17.9,40.2,218.7,1792.8,156,-111.2,369.3,-4.3,73.1,1.7
7.6,1261.4,48.6,1286.2,459.8,944.4,193.3,1889.1,1684.5,12.1,70.4,3.4
6.6,1114.2,42,1018,275.9,998.8,182.8,1575.8,1526.4,7.5,65.3,2.9
5.9,884.8,34.3,758.2,396.8,1010.7,227.1,885.6,1213,9.8,40.9,2.4
4.9,1038.5,36.8,869.9,224.2,1158,148,1610.4,1307.1,17.4,48.7,3.3
7.9,1289.2,46.8,1163.6,402.8,877.9,198.9,1959.6,1886.2,14,77.1,3.5
6.3,1018.3,38.7,864.7,399.2,970,192.5,1179,1454.5,9.6,65.6,3.1
6.2,1058.6,42.1,1005.7,317.8,1002.8,187.4,1443.2,1474.3,11.2,57.5,3
9.6,1489.9,56.4,1447.1,380.2,861.8,224.6,2268.7,2104.3,13.3,54,3.2
6.9,1133.8,40.8,1044.6,366.4,1040.8,253.3,1589.5,1553.8,5.3,70.7,2.7
4.6,851.6,30.5,512.5,249,1554.2,147.7,997.2,729.2,7.8,68.9,2.6
6.6,1098.9,42.1,1047.7,312.2,797.4,176,1779.2,1474.2,17.8,56.1,3.7
7.7,1235.5,42.7,1022.4,500.3,995.9,242.9,1284.9,1845.7,5,75,2.7
5.4,1007.7,32,681.5,239.4,1158.4,153.2,1230.4,1334.1,5.6,92.8,3
5.7,1157.6,37.4,846.7,233.8,926.6,190.2,1331.3,1333.1,9.1,55.5,2.9
5.5,912.5,32.8,682.3,180.4,1182.4,171.5,1281.4,969.1,7.6,78.3,3
7,1063.1,45.8,1220.6,426.7,685.5,233.9,1448.2,1915.7,16.2,47.3,3.3
4.3,858,35.8,838.5,206.6,1230.5,212.3,1317.6,1159.6,13.6,31.3,2.8
8.3,1334.4,46.6,1165.5,448.3,728.8,186.3,1646.9,1764.7,5.5,94.3,3.1
9.5,1645.7,59.2,1698.2,607.1,416.6,295.2,2310.8,2647.1,12.3,93.9,3.8
6.2,1089,37.5,911.8,437.1,858.9,246.6,1016.1,1652,3.3,75.1,2.3
7.1,1110.7,39.7,879.3,358.5,1180.5,158.2,1433.9,1446.1,4.8,95.9,3
8.3,1363.6,49.6,1217.3,479.4,837.1,211.4,1596.9,2053.9,7.1,66.2,2.9
7.4,1343.4,46.5,1149.3,338.9,744,128.2,2111.2,1687.1,12.8,76,3.7
5.5,940.7,37.7,803.2,360.7,1215,184.6,1254,1351.7,9.1,66.2,3
7.2,1162.1,48.4,1182.1,339.8,1088.6,140.9,2051.3,1569,13.1,93.6,3.8
6,1000.4,36.1,780.4,279.1,1312.2,139.2,1210.1,1018.7,6.2,67.2,2.6
4,624.9,27,434.3,231.3,1695.7,169,683.2,996.6,5,50.9,2
5.4,1161.2,39.3,1027.9,220.3,871.8,220.5,1733.8,1468.6,18.7,24.8,3.3
6.8,1182.9,45.6,1142,351.4,917.2,231.9,1862.2,1586.6,11.4,65.6,3
4.7,831.5,31.4,653.8,198.7,1180,155.4,1227.3,926.4,8,74.4,2.9
5.4,1021.6,39.6,818.4,333.7,1204.4,154.8,1571.8,1433.7,7.1,88.9,3.5
8.1,1547.6,50.4,1366.8,508.4,429.1,249.6,1759.3,2167.1,9.7,65.7,3
5.6,1032,33.7,790.8,410.7,876.1,234.9,984.2,1636.1,4,84.5,2.6
6.7,1150.1,40.8,980.7,373.3,672.7,226.7,1183.8,1621.1,1.5,84.3,2.9
3.3,707.4,17.8,198.7,131.4,1400.5,149.2,867.6,713.5,6.7,72.1,2.9
6,960,39.2,875.1,326,1127.8,184,1393.2,1564.4,11,68.9,3.3
5.5,1033.7,37.4,803.6,362.9,1164.7,158,1150.3,1548.1,3.6,82.8,2.9
5.7,993.6,34.5,776,400.4,1092.6,179.6,884.8,1205.1,3.6,71.8,2.5
6.6,1317.3,41.7,1042.4,446.1,838.8,222.7,1514,2028.3,5.7,92.8,3.3
6.7,1232.4,41.8,984.8,419,1018.1,211.4,1513.6,1743,5.6,67.2,2.9
6.1,1186.9,41.7,951.2,297.6,1144.6,194.4,1725.7,1237.7,8,91.1,3.2
6.4,1063.6,42.6,1010.3,379.8,1075.3,188.8,1566.1,1577.4,12,69.6,3.1
7.9,1383.4,53,1474.8,531,479.7,252.1,1976.5,2115,20.7,51,3.6
9.6,1448.7,50,1280.3,495.8,874.6,281.7,1502,1984.7,3.9,73.2,2.6
6.8,1112.2,41.4,962.4,348.7,1081.8,233.7,1350.2,1629.1,9.9,60.1,2.8
8,1410.3,52.1,1382.3,459.2,389.7,231.6,2101,2125.9,9.1,90.4,3.3
5.6,980.5,35.4,758.2,325.5,1067.3,179.9,1173,1343.6,7.8,73.4,3
7.7,1411.2,50.8,1376.8,305.2,647.9,168.7,2281.2,1935.7,16.8,73.8,4
7.3,1185.9,46.1,1085.7,515.6,1075.1,248.5,1371.6,1689.4,8.6,65.5,2.9
6.9,1218.6,41.4,941.3,452.7,991.8,233.1,1382.4,1739.8,5.2,92.6,3.1
6.9,1283.7,43,1031.2,421.6,851,233.4,1440.7,1625.4,6.1,84.1,3
6.1,1065.5,40.8,1016.2,272.9,955.4,170.6,1545.6,1203.4,16.7,48.9,3.2
6.1,1194.8,40.5,934,364.8,1092.2,175.6,1565.6,1409.3,3.5,114.2,3.1
7.1,1291.5,44.9,1127.4,392.5,1133.4,209.7,1498.5,1657.5,6.6,56,2.4
6.1,1117.9,38.1,844.6,423.7,1146.5,178,1322,1436.9,8.2,70.7,3
4.5,819.3,29.6,531.6,261.7,1329,183.9,905.6,1289.8,2.1,82.4,2.5
8.8,1471.2,53.6,1337.4,411.8,811,229.1,1964.1,2169.1,8.2,74.1,3.1
7.3,1230.6,42.4,1077.9,492,750,255.5,1168.2,2085.2,4.1,68.4,2.5
5.2,873.1,31.9,656.6,266,1224.6,209,1086.6,963.3,9.1,50.8,2.7
5.6,1110.1,40.2,986.8,380.6,871.5,178.5,1379.4,1393.7,8.6,74.9,3.2
7.1,1183,41.6,1110.4,361.6,793.1,269.2,1381.8,1846.2,10.1,43.2,2.5
5.3,953.2,32.3,640.7,270,1410.6,137.2,986.7,1035.4,6.4,78,2.6
5.8,1103.9,33.9,744.8,363.9,1056.7,161.7,1358.9,1181.7,9.6,99.1,3.7
8.1,1404.4,48.8,1188.3,375,929.9,177.8,1853.5,1875.2,6.9,81.4,3.1
8.2,1569.4,57.7,1666.1,490.6,271,281.1,2330.5,2417.3,14.7,65.8,3.7
7.2,1073.8,40.9,945.3,309.4,1070.4,176.6,1474.9,1433.9,9.4,67.7,3.1
6.2,1119.8,40.2,902.9,364.3,1045.1,157,1581.7,1540.1,10.8,94.6,3.7
9.8,1685.2,57.1,1566.1,448.9,473.5,250.4,2128.7,2433.9,14,72.6,3.5
6.7,1115.9,41.1,877.6,317.8,1307.9,133,1835,1364.8,5.8,100.6,3.1
7,1361.7,44.8,1127,310,924,204.9,1719.4,1859.6,10.7,60.8,3.2
7.1,1357.7,45.8,1190.8,369.4,480.8,202.9,1780.2,1912.9,9.8,91.2,3.4
4.5,700.1,31.5,585.3,140.5,1414.5,114.8,1370.9,775.8,15.7,53.1,3.3
7.5,1391.8,49.8,1285.1,407.6,721.6,192.3,1880.2,1887.7,13.4,74.7,3.5
7.5,1284.6,45.4,1105.5,380.1,871,213,1862.5,1864.5,10.7,88.5,3.6
5.4,820.6,35.6,840.5,351.4,1031.4,216.3,1238.6,1303.2,15.3,45,3.4
9.6,1594.2,58.7,1609.5,581.9,546.7,316.7,1779.1,2571.7,4.5,59.9,2.5
6.2,1180,41.6,1028.2,362.1,1070.8,171.6,1568.6,1701.3,12.5,61.9,3.1
7,1282.8,42.6,1021.2,399.6,906.7,206,1453.3,1739.4,5.7,81.3,2.9
5.3,764.2,34.8,759.5,307.7,1161.8,247.2,926.6,1342,9.7,43.1,2.6
6.4,1001.1,42,981.9,391.6,1201.7,173.3,1445.3,1314,6.2,78.4,3.1
6.3,1271.8,48.3,1240.5,334.1,679.9,215.2,1833.1,1990.1,9.5,52.1,2.9
5.8,1097.4,37.5,873.9,295.2,1031,203.6,1253.1,1268.2,8.8,70,3
5.7,1149.8,37.3,961.3,286.1,1024,207.4,1730,1520.1,16.1,54,3.1
6.3,1182.4,39.4,906.8,325.6,992.2,178.2,1463.2,1744.3,4.8,80.6,2.8
6.8,1353.2,44.6,1170.6,340.9,866.7,239.8,1685.8,1880.2,13.9,43.5,2.8
8.3,1354.2,51.2,1270.5,409.4,850.9,200.3,1995.6,1842.7,14.6,87.5,3.9
6,1037.1,37.8,818.7,336.9,1333.1,219.2,1185.3,1364.4,8.6,50.2,2.4
3.5,638.9,26,423,223.1,1304.9,139.7,681,950.7,11,42.3,2.8
6.3,1155,37.9,799.2,432.8,1321.6,231.9,1115.3,1546,-2.3,95.3,2.4
6.1,1160.6,36,859.3,350.4,870,182.5,1300.3,1521.3,8.9,70.8,3
6.2,1162.2,39.2,931.1,241.5,1098.8,225.2,1480.4,1654,8.9,57,2.6
6.8,1065,40.9,961.3,327.9,1016.3,248.7,1409.7,1510.8,11.8,48.8,2.9
5.4,966.3,30.6,517.6,430.2,1315.8,196.1,592.6,1137.5,4.7,66.5,2.4
5.6,907.8,31,480.3,284.7,1404.5,132.6,843.9,1183.2,1.1,79.4,2.6
5.3,919.2,36.8,850.4,367.3,1167.1,180.4,1227.3,1340.8,10.4,76,3.4
5.6,1033.9,35.3,810.3,169.1,1280.5,180,1454.8,1365.4,7.4,67.4,2.9
6.5,1246.1,41.6,971.4,226.5,1066.8,164.1,2084,1479.1,12.7,75.7,3.5
7,1030.7,40.5,842.8,354,1152,168.8,1322.7,1183.7,4.3,86.9,3
6.1,1035.7,35.1,728.6,379.8,908.4,250.6,881.8,1345.7,2.7,72.5,2.2
4.2,802.8,33,699.9,100.4,1096.4,147.4,1275.2,942.7,15.1,33.3,3
7.6,1184.3,47.4,1225.2,410.9,925.3,235.8,1704.1,1533.1,12,48.7,2.9
4,751.4,24.5,449.3,173,1182.2,166.7,828.4,978.1,6.3,58.5,2.4
6.8,1175.1,32.9,721.2,412.7,842.3,257.8,719.9,1702.2,0.2,84.3,2.6
5.9,940.9,35.5,762.5,219.5,1331.4,102.4,1534.6,1149,10.6,67.3,3
4.8,846.8,32.5,613.9,193.4,1361.6,97.9,1315.7,879.6,12.5,69.2,3.2
4.1,807.7,28.5,554.1,235.9,1439.3,147.2,671.9,984.2,0.6,73.9,2.5
9,1408.2,53.2,1456.4,535.1,471.2,303.8,1602,1959.9,11,36.7,2.7
6.3,1048.8,36.7,867,258,1062.7,148.2,1616.7,1207.8,14.4,58.7,3.2
4.7,769.7,30.5,643.2,250.6,1145.2,161.8,1126,1170.1,11.9,48.5,3.1
7.9,1294.8,54.4,1405.4,460.5,642.6,233.3,1957.2,2033.7,15.1,45.8,3.2
7.9,1216.6,48.3,1206.8,346.2,866.8,169.3,1933.4,1813.6,17.7,46.7,3.5
2.8,749,27.6,544.9,219.3,1049.8,154,690.5,1207.4,10.2,47.6,2.5
4.1,786.2,25.1,459.8,150.5,1193.1,165.6,1016.7,803.4,8.8,70.6,2.9
5.2,1066.3,33.6,669,179.9,1011.2,124.7,1563.5,1051,11.3,87.9,3.6
4.8,846.6,37,762.6,308.9,1272.1,114.3,1156.5,1165.9,6.8,75.3,2.9
5.4,1133.6,33.6,603.7,245.5,1297.2,131,1180.6,1250.3,4.7,89.8,2.9
3.8,823.9,31.1,508.7,255.1,1316.8,109.5,1072,1141.9,6.1,70.6,3
7.3,1162.1,44.8,990.9,353.7,1289.4,125.2,1740.8,1586.6,4.3,95.7,3.3
5,824.3,32.5,754.1,131.1,1215.9,180.2,1109.3,911.9,11.8,30.5,2.4
6,1158,38.9,924.9,348.2,822.1,245.3,1334,1455.7,8.5,57.6,2.7
7.5,1060.7,39.3,961.6,418.9,859.1,201.5,1335.6,1493,7.9,80.5,3.2
5.9,947.2,36.5,774.2,299.2,1347.4,169.4,1261.3,1328.5,8.1,80.3,3.2
5.7,1122.7,35.8,841.5,218.9,1263.3,201.2,1419.9,1470.5,10.4,50.1,2.8
5.9,1036.4,36,745.2,360.6,1019,196.9,889.8,1318.5,3.6,68.6,2.4
7.5,1112.5,46,1135.1,415.8,813.2,177.8,1714,1656.6,9.2,88.8,3.3
5.4,970.6,34.9,812.5,287.7,1204.3,156.7,1232.7,963.3,11.7,54.1,3
4.5,1035.5,31,622.7,293.7,941.8,169.7,946.8,1186.2,3.7,84.7,2.8
3.4,748,27.1,508.3,202.5,1477.5,155.4,935.3,648.5,11.2,53.2,2.9
6.5,1273.8,39.8,982.4,334,1047.6,238.7,1374.9,1632.4,9.9,42.3,2.5
5.2,1007.7,34.1,669.3,234.3,1451.2,178,1045.5,1136.3,7.1,47.4,2.2
5,831,35.3,754.6,272.8,1369.6,161.6,1247.9,1235.2,8.2,65.5,3
6.4,1080.8,40.1,940.3,441.7,1077.1,220.1,1111.1,1461.9,-1.3,90.5,2.3
3.6,643.4,26.7,470,259.3,1262.1,120.3,1046.4,569.7,10,92,3.6
3.9,992.9,31,645.8,120.1,1242.3,142.4,1498.2,634.4,16.2,39.4,3.3
9.3,1445.6,51.2,1352.5,538.2,449.3,315.9,1548.3,2261,6.5,62.4,2.9
5.9,1080,38.7,901.7,385.3,782.8,177.1,1381.4,1413.2,8.4,81.8,3.2
5.6,853.4,30.2,528.4,373,1234.4,197.7,654.3,946.3,6.4,63.7,2.6
7.1,1296.8,47.3,1278.9,315.1,911.4,237.1,1936.2,2137.1,17.7,30.6,3.2
6.6,963.9,36.9,891.7,435.9,1057.5,231.5,1264.8,1302.5,10,62,2.8
7,1125.9,39.8,926,381.4,1068,218.1,1166.4,1619.1,5.3,51.9,2.3
4.8,823.6,30.2,556.9,317.2,1590.4,143,981.7,800.7,5.4,74.9,2.9
5.6,954.8,36.5,859.1,223,1028.1,146.9,1482.9,1241.4,8.9,66.4,3
6.9,1231.2,45.3,1120,380.3,608,205.6,1781.7,1658.2,13.4,75.4,3.7
4.2,754.3,29.1,598,284.6,1053,165.6,1052.3,753.3,12.5,59.4,3.3
7.4,1182.3,42.3,1000.5,358,945.7,193.1,1786.3,1608,9.1,71.2,3.2
3.8,741.7,31.4,659.4,149.7,1388.1,107.4,1465.3,875.7,15.7,62.9,3.4
6.2,938.4,37.9,844,372.2,1162,237.5,1103.1,1174.5,12.6,44.1,2.7
