"acousticness","danceability","duration_ms","energy","instrumentalness","liveness","loudness","speechiness","tempo","valence"
0.38,1.41,292.23,0.91,0.05,0.25,-11.04,0.03,49.72,0.05
0,1.35,125.53,0.36,0.26,0.42,-2.26,0,169.76,0.71
0.01,1.6,27.47,0.98,0.21,0.31,-9.29,0.06,100.13,0.16
0.91,1.87,277.44,0.93,0.14,0.21,-10.75,0.14,128.33,0.47
0.18,1.52,379.69,0.96,0.08,0.5,-7.77,0.01,80.81,0.69
0.27,1.51,342.52,0.46,0.31,0.26,-7.81,0.35,117.42,0.75
0.3,1.56,325.77,0.47,0.07,0.11,-5.03,0.01,124.31,0.53
0.22,1.82,133.65,0.69,0.22,0.14,-11.48,0,146.15,0.69
0.53,1.57,422.76,0.94,0.11,0.17,-5.28,0.02,98.6,0.16
0.17,1.24,289.57,0.21,0.02,-0.03,-9.3,0.21,88,0.26
0.37,1.51,335.68,0.74,0.04,-0.04,-10.61,0.18,100.84,0.79
0.21,1.6,394.64,0.25,0.04,0.39,-6.98,0.1,97.17,0.95
0.31,1.55,252.87,0.58,0.04,0.27,-7.55,0.17,78.56,0.25
0.47,1.6,205.89,0.64,0.08,0.19,-6.61,0.06,114.32,0.03
0.15,1.49,206.56,0.72,0.01,0.1,-8.79,0.05,176.56,0.23
0.25,1.75,156.68,0.98,0.11,0.03,-5.37,0.02,133.41,0.6
0.18,1.59,202.87,0.94,0.05,0.37,-6.48,0.02,107.25,0.53
0,1.66,258.4,0.82,0.12,0.3,-7.22,0.02,61.22,0
0.1,1.82,289.03,0.43,0.05,0.42,-9.46,0.03,138.88,0.23
0.05,1.43,244.54,0.35,0.17,0.33,-6.57,0.05,121.45,0.59
0.08,1.85,311.48,0.96,0.03,-0.05,-5.75,0.05,140.53,0.48
0.06,1.52,183.92,0.94,0.48,0.21,-10.32,0,136.25,0
0.38,1.69,218.94,0.21,0.06,0.35,-5.48,0.01,89.01,0.96
0.15,1.73,170.96,0.61,0.01,0.18,-4.34,0.21,176.09,0.77
0.39,1.42,304.21,0.24,0.39,0.18,-2.38,0.18,124.91,0.08
0.86,1.46,78.85,0.88,0.45,0.22,-1.61,0.04,115.51,0.6
0.54,1.5,283.56,0.99,0.51,0.24,-5.8,0.05,167.41,0.63
0.31,2.04,156.11,0.34,0,0.17,-10.33,0.04,143.7,0.53
0.05,1.55,261.37,0.39,0.07,0.19,-9.41,0.05,120.83,0.34
0.54,1.97,295.7,0.46,0.23,0.28,-4.58,0.02,147.29,0.9
0.04,1.64,303.47,0.93,0.05,0.33,-12.67,0.17,136.86,0.01
0.11,1.77,231.33,0.99,0.19,0.33,-10.03,0.1,175.86,0.2
0.06,1.39,224.93,0.66,0.07,0.27,-6.18,0.02,121.77,0.86
0.4,1.5,278.81,0.62,0,0.52,-7.65,0.14,123.16,0.7
0.35,1.48,235.36,0.98,0.16,0.26,-4.42,0.09,145.44,0.77
0.07,1.63,170.46,0.87,0.02,0.28,-3.08,0.02,131.76,0.16
0.1,1.63,239.87,0.37,0.15,0.1,-9.36,0.06,130.07,0.02
0.03,1.28,310.95,0.42,0.6,0.04,-5.84,0,134.28,0.55
0.13,1.61,211.01,0.67,0.12,0.15,-8.3,0.02,128.36,0.01
0.21,1.42,249.08,0.39,0.11,0.32,-2.95,0,153.02,0.77
0.18,1.39,280.26,0.9,0.1,0.25,-12.94,0.15,126.07,0.41
0.09,1.32,322,0.81,0.03,0.35,-8.78,0.06,103.05,0.48
0.07,1.46,122.83,0.84,0.21,0.33,-6.26,0.05,153.78,0.21
0.28,1.5,169.77,0.82,0.14,0.55,-6.74,0.03,80.63,0.9
0.32,1.74,221.72,0.25,0.16,-0.01,-8.51,0.06,97.62,0.92
0.69,1.8,249.03,0.64,0.08,0.2,-9.39,0.12,104.7,0.13
0.04,1.54,281,0.65,0.01,0.16,-5.92,0.03,135.48,0.47
0.18,1.83,306.57,0.94,0.06,0.18,-4.87,0.08,102.42,0.4
0.07,1.85,226.11,0.93,0.13,0.24,-6.17,0.16,115.74,0.71
0.09,1.69,279.77,0.61,0.33,0.33,-2.26,0.03,121.52,0.02
0.31,1.46,362.96,0.79,0.02,0.37,-9.17,0.03,105.59,0.76
0.8,1.52,231.82,0.35,0.5,-0.01,-3.98,0.05,181.01,0.96
0.26,1.65,72.06,0.89,0.35,0.1,-1.83,0.05,124.25,0.4
0.16,1.29,288.68,0.48,0.27,0.13,-4.17,0.04,79.28,0.24
0.2,1.34,257.68,0.76,0.03,0.26,-6.25,0.01,123.91,0.94
0.28,1.75,224.25,0.25,0.03,-0.11,-3.27,0.02,126.71,0.83
0.22,1.43,172.1,0.62,0.05,0.11,-5.06,0.09,122.07,0.08
0.37,1.54,264.25,0.49,0.07,0.06,-8.84,0.01,84.24,0.26
0.09,1.73,196.94,0.74,0.09,0.3,-4.81,0.03,86.21,0.17
0.32,1.53,253.93,0.81,0.25,0.43,-13.99,0.05,136.96,0.88
0.01,1.62,282.52,0.58,0.04,0.27,-3.03,0.04,101.97,0.35
0.22,1.75,195.67,0.37,0.05,0.15,-6.22,0.09,93.48,0.28
0.03,1.57,136.57,0.88,0.28,0.3,-5.52,0,120.45,0.47
0.11,1.57,257.59,0.98,0.09,0.24,-7.27,0.04,112.12,0.6
0.53,1.62,155.92,0.76,0.02,0.04,-3.84,0.01,110.48,0.88
0.04,1.31,218.28,0.62,0.13,0.34,-7.76,0.1,149.84,0.84
0.04,1.67,220.69,0.87,0.05,-0.03,-9.85,0.01,134.89,0.39
0.18,1.6,327.85,0.7,0.03,0.12,-2.79,0.1,110.87,0.88
0.1,1.64,274.04,0.43,0.01,0.27,-7.29,0.09,146.16,0.47
0.02,1.65,121.55,0.26,0.3,0.45,-1.4,0.12,142.7,0.26
0.81,1.66,243.28,0.78,0.02,0.12,-6.81,0.03,138.74,0.4
0.41,1.72,148.1,0.59,0.13,0.23,-4.72,0.06,171.7,0.12
0.47,1.79,320.93,0.81,0.11,0.33,-10.81,0.02,149.47,0.54
0.11,1.45,252.58,0.82,0.02,0.15,-6.52,0.24,96.84,0.48
0,1.85,288.8,0.6,0.47,0.13,-4.54,0,99.6,0.5
0,1.42,203.77,0.27,0.11,0.21,-8.21,0.14,108.26,0.25
0.25,1.72,119.32,0.37,0.08,0.08,-7.44,0.12,115.31,0.37
0.07,1.66,134.2,0.94,0.29,0.55,-7.41,0.18,130.41,0.05
0.05,1.74,159.86,0.59,0.02,0.13,-8.32,0.08,160.7,0.74
0.01,1.63,210.69,0.66,0.06,-0.03,-10.36,0.14,144.96,0.61
0.29,1.89,382.93,0.57,0.02,0.27,-6.35,0.25,148.91,0.83
0.1,1.68,303.48,0.35,0.07,0.25,1.32,0.05,109.38,0.95
0.26,1.59,301.28,0.81,0.35,0.16,-8.2,0.12,116.67,0.67
0.06,1.45,192.2,0.42,0.37,0.33,-5,0,112.82,0.96
0.66,1.81,329.05,0.48,0.01,0.21,-8.3,0.01,139.32,0.98
0.12,1.45,226.8,0.98,0.1,0.03,-12.92,0.06,133.88,0.24
0.41,1.53,50.67,0.73,0.37,0.07,-6.16,0.09,158.6,0.51
0.16,1.62,243.47,0.67,0.59,-0.03,-8.66,0.06,112.36,0.12
0.1,1.45,219.62,0.33,0.08,0.27,-8.73,0.02,104.93,0.38
1.43,1.53,195.16,0.87,0.25,0.01,-4.29,0.01,129.67,0.83
0.3,1.46,228.21,0.88,0.2,0.02,-7.37,0.16,134.53,0.25
0.4,1.44,270.46,0.37,0.1,0.27,-5.04,0.04,63.25,0.12
0.17,1.74,268.35,0.71,0.01,-0.04,-6.87,0.36,107.37,0.92
0.01,1.48,242.72,0.21,0.06,0.3,-8.02,0,89.1,0.85
0.34,1.64,325.33,0.9,0.13,0.16,-3.6,0.08,154.27,0.98
0.01,1.39,118.64,0.58,0.03,0.12,-1.95,0.13,123.94,0.64
0.15,1.85,205.88,0.37,0.14,0.12,-13.55,0.22,184.05,0.57
0.09,1.57,350.7,0.5,0.5,0.08,-5.29,0.01,132.51,0.66
0.04,1.67,394.43,0.65,0.08,0.33,-10.32,0.12,109.04,0.36
0.26,1.67,165.91,0.34,0.44,0.27,-6.19,0.02,140.13,0.2
0.12,1.88,246.36,0.42,0.29,0.08,-7.89,0.08,152.58,0.45
0.04,1.5,148.64,0.79,0.24,0.17,-8.23,0.16,114.91,0.74
0.15,1.51,401.84,0.64,0.2,0.15,-8.16,0.11,124.37,0.47
0.54,1.75,267.32,0.22,0.22,0.37,-10.11,0.18,109.75,0.43
0.29,1.57,338.95,0.78,0.03,0.04,-7.79,0.15,114.18,0.92
0.31,1.32,292.63,0.98,0.03,0.16,-4.74,0.05,99,0.2
0.08,1.78,384.53,0.78,0.12,0.2,-9.69,0.23,136.5,0.7
0.2,1.4,112.81,0.99,0.24,0.14,-4.89,0.09,115.04,0.51
0.49,1.61,280.09,0.66,0.01,0.1,-10.1,0.12,137.4,0.73
0.37,1.69,232.03,0.53,0.03,0.17,-10.48,0.01,102,0.72
0.33,1.75,218.25,0.71,0.1,0.23,-8.39,0.02,122.56,0.67
0.06,1.42,199.66,0.54,0.06,0.2,-6.71,0.07,105.14,0.29
0.34,1.52,200.27,0.24,0.12,0.21,-10.8,0.01,114.67,0.17
0.05,1.67,316.89,0.64,0.29,0.32,-3.13,0.04,168.21,0.34
0.13,1.54,296.73,0.7,0.09,0.04,-6.22,0.01,112.25,0.72
0.17,2.13,202.71,0.85,0.36,0.13,-7.21,0.03,105.22,0.15
0.08,1.8,155.3,0.65,0.09,0.22,-7.6,0.2,97.38,0.36
0.09,1.54,301.42,0.33,0.17,0.22,-10.08,0.06,106.55,0.58
0.04,1.59,110.23,0.83,0.18,0.15,-3.99,0.09,144.06,0.29
0.15,1.73,335.52,0.81,0.38,0.3,-5.62,0.14,15,0.73
0.73,1.77,280.52,0.31,0.15,-0.04,-6.24,0.09,116.04,0.85
0.22,1.65,208.08,0.84,0.13,0.18,-7.6,0.03,107.82,0.2
0.12,1.48,250.08,0.4,0.15,-0.17,-11.29,0.02,144.21,0.28
0.46,1.81,231.05,0.93,0.15,0.06,-5.23,0.1,142.99,0.21
0.01,1.68,338.35,0.71,0.09,0.28,-8.58,0.01,94.82,0.67
0.36,1.72,244.39,0.68,0.22,0.27,-7.04,0.03,133.93,0.64
0.16,1.85,129.12,0.93,0.23,0.06,-2.66,0.07,160.85,0.24
0.06,1.56,116.95,0.44,0.25,0.18,-5.88,0.17,117.65,0.28
0.08,1.5,183.86,0.71,0.07,0.26,-8.78,0.04,127.39,0.51
0.16,1.8,284.77,0.7,0.2,0.36,-11.89,0.06,80.75,0.67
0.05,1.58,309.25,0.55,0.3,-0.15,-8.4,0.13,103.9,0.39
0.13,1.44,194.74,0.77,0.18,0.21,-9.09,0.01,105.3,0.74
0.35,1.82,169.73,0.29,0.34,0.14,-11.09,0,137.78,0.97
0.01,1.77,345.54,0.52,0.08,0.32,-11.21,0.08,129.35,0.33
0.46,1.66,281.57,0.34,0.09,0.16,-6.21,0.04,109.6,0
0.03,1.58,195.85,0.84,0.02,0.05,-3.03,0.09,141.14,0.1
0.74,1.49,300.88,0.45,0.14,0.26,-6.88,0.02,100.85,0.03
0.11,1.58,388.08,0.26,0.62,0.3,-5.58,0.04,100.09,0.97
0.11,1.71,285.64,0.66,0.01,0.36,-10.15,0.02,87.61,0.98
0.07,1.75,286.79,0.65,0.16,0.05,-6.78,0.03,117.33,0.95
0.01,1.52,315.35,0.35,0.07,0.48,-7.58,0.06,171.68,0.45
0.11,1.7,285.31,0.53,0.14,0.41,-6.1,0.03,144.29,0.7
0.21,1.48,167.22,0.59,0.03,0.12,-8.1,0.11,99.67,0.22
0.09,1.6,144.63,0.57,0.17,0.32,-9.47,0.07,127.17,0.6
0.07,1.64,306.49,0.93,0.05,0.22,-10.73,0,134.5,0.5
0.22,1.63,197.28,0.4,0.22,0.14,-8.86,0.16,156.19,0.78
0.07,1.68,361.92,0.6,0.06,-0.03,-5.18,0.08,111.15,0.09
0.07,1.43,298.31,0.33,0.45,0.3,-9.68,0.04,108.68,0.31
0.09,1.9,248.8,0.66,0,0.35,0.04,0.13,121.75,0.18
0.33,1.91,208.14,0.42,0.01,0.49,-4.73,0.17,118.05,0.21
0.01,1.47,330.06,0.83,0.01,0.18,-3.54,0.06,91.99,0.92
0.06,1.31,286,0.59,0.11,0.32,-9.35,0.04,125.72,0.29
0,1.69,235.92,0.76,0.09,0.15,-4.77,0.02,111.51,0.72
0.4,1.57,191.02,0.81,0.28,0.03,-9.39,0.32,87.46,0.78
0.24,1.62,296.24,0.86,0.47,0.13,-6.96,0.03,112.79,0.58
0.29,1.69,252.96,0.54,0.34,0.18,-7.27,0.07,185.33,0.65
0.12,1.58,118.21,0.96,0.54,0.33,-7.22,0.14,106.24,0.52
0.61,1.43,136.97,0.65,0.02,0.2,-2.14,0.1,68.81,0.99
0.38,1.7,242.55,0.96,0.56,0.29,-6.19,0.24,125.36,0.34
0.17,1.74,252.79,0.96,0.13,0.29,-7.39,0.1,101.57,0.66
0.12,1.95,182.08,0.69,0.82,0.53,-4.6,0.07,122.04,0.57
0.14,1.76,125.55,0.53,0.02,0.17,-9.5,0.4,80.97,0.92
0.47,1.87,301.37,0.64,0.22,0.27,-8.47,0.13,153.95,0.98
0.06,1.63,173.85,0.78,0.06,0.17,-12.18,0.12,64.67,0.6
0.33,1.64,343.3,0.41,0.59,0.12,-7.89,0.04,125.63,0.25
0.15,1.66,96.2,0.59,0.3,0.43,-7.18,0.06,95.26,0
0.57,1.63,168.96,0.6,0.16,0.21,-4.37,0.23,160.24,0.71
0.58,1.65,281.6,0.71,0.05,0.03,-9.52,0.11,118.06,0.03
0.22,1.86,346.87,0.89,0.07,0.38,-5.66,0.1,133.87,0.08
0.04,1.46,340.76,0.5,0.3,0.14,-6.3,0.14,91,0.36
0.11,1.72,287.83,0.28,0.3,0.06,-4.27,0.05,50.43,0.43
0.11,1.68,201.3,0.94,0.12,0.32,-7.1,0.08,111.73,0.41
0.13,1.77,202.35,0.42,0.32,0.46,-5.17,0.13,157.71,0.37
0.06,1.26,173.15,0.2,0.16,-0.05,-8.61,0.03,123.09,0.01
0.3,1.54,226.8,0.61,0.13,0.27,-7.84,0.14,175.87,0.96
0.18,1.56,219.54,0.98,0.04,-0.01,-9.35,0.35,137.23,0.39
0.01,1.47,207.36,0.88,0.5,0.06,-2.61,0.16,101.6,0.89
0.43,1.68,457.01,0.48,0.15,0.2,-5.31,0.15,119.67,0.56
0.11,1.82,284.67,0.23,0.37,-0.04,-7.3,0.29,167.18,1
0.07,1.7,337.14,0.5,0.2,0.28,-5.59,0.26,84.39,0.97
0.27,1.53,266.64,0.6,0.65,0.29,-11.12,0.2,88.29,0.42
0.19,1.69,184.51,0.34,0.11,0.33,-6.44,0.05,126.88,0.15
0.09,1.66,225.3,0.55,0.06,0.07,-5.47,0.01,108.77,0.26
0.04,1.72,275.31,0.78,0.01,0.09,-4.97,0.17,126.63,0.56
0.36,1.35,296.16,0.87,0,0.07,-8.1,0,127.12,0.64
0.13,1.69,207.16,0.53,0.26,0.32,-6.51,0.2,178.41,0.41
0.14,1.79,405.49,0.32,0.2,-0.04,-12.1,0.01,124.47,0.96
0.12,1.71,246.5,0.73,0.25,0.29,-0.89,0.24,141.92,0.44
0.04,1.91,340.01,0.5,0.09,-0.07,-6.9,0.27,136.62,0.79
0.08,1.63,234.46,0.81,0.68,0.26,-9.05,0.4,91.83,0.76
0.14,1.77,213.62,0.4,0.03,0.25,-10.22,0.03,104.62,0.09
0.65,1.66,351.09,0.86,0.01,-0.03,-4.69,0.02,126.79,0.59
0.03,1.7,305.19,0.26,0.01,0.1,-6.74,0.1,143.7,0.6
0.4,1.5,193.29,0.44,0.05,0.28,-5.89,0.15,161.61,0.85
0.27,1.61,127,0.25,0.04,0.33,-1.49,0.04,119.69,0.68
0.06,1.35,214.48,0.45,0.17,0.21,-6.35,0.03,130.89,0.76
0.04,1.56,108.14,0.32,0.98,0.09,-4.88,0.09,112.26,0.37
0.37,1.52,227.97,0.81,0.24,0.02,-8.16,0.15,78.82,0.95
0.17,1.45,242.78,0.52,0.14,0.29,0.7,0.08,111.91,0.38
0.21,1.6,340.04,0.59,0.19,0.07,-10.98,0.28,118.53,0.51
0.1,1.63,192.57,0.33,0.26,0.26,-11.46,0.04,149.83,0.47
0.69,1.82,253.64,0.35,0.51,0.11,-7.27,0.21,143.7,0.06
0.23,1.48,428.75,0.48,0.07,0.24,-4.31,0.02,90.27,0.27
0.17,1.67,123.7,0.79,0.03,0.12,-12.44,0.11,119.02,0.12
0.23,1.53,376.38,0.58,0.01,0.07,-6.34,0.07,108.03,0.79
0.09,1.23,138.85,0.68,0.02,0.16,-6.71,0.02,93.46,0.28
0.46,1.25,284.88,0.86,0.19,-0.22,-4.39,0.06,167.97,0.11
0.05,1.44,272.05,0.37,0.11,0.1,-8.29,0.13,136.76,0.16
0.02,1.54,305.53,0.96,0.71,0.17,-5.69,0.07,91.36,0.3
0.75,1.83,423.48,0.81,0,0.36,-0.85,0.1,179.28,0.98
0.37,1.79,319.04,0.55,0.04,0.51,-8.74,0.28,95.84,0.83
0.1,1.73,258.44,0.56,0.42,-0.06,-1.76,0.34,100.48,0.19
0.53,1.39,272.43,0.43,0.05,0.21,-5.85,0.18,128.13,0.35
0.48,1.43,292.89,0.76,0.19,-0.14,-11.35,0.04,122.12,0.63
0.08,1.85,115.4,0.32,0.01,-0.02,-12.77,0.14,121.06,0.1
0.04,1.61,77.79,0.33,0.11,0.34,-4.79,0.05,124.93,0.81
0.31,1.45,294.86,0.93,0.02,0.39,-5.38,0.08,123.83,0.46
0.18,1.62,237.01,0.25,0.03,0.33,-6.85,0.21,122.87,0.67
0.04,1.62,315.49,0.47,0.14,0.13,-6.75,0.03,130.27,0.38
0.1,1.71,420.67,0.63,0.16,0.27,-8.51,0.1,132.07,0.52
0.11,1.57,304.45,0.37,0.63,0.4,-9.86,0.04,41.07,0.33
0.07,1.52,288.45,0.83,0.58,0.26,-5.14,0.16,160.4,0.49
0.07,1.63,354.33,0.44,0,0.17,-8.16,0.05,123.25,0.38
0.09,1.59,103.73,0.24,0.28,0.37,-11.23,0.11,110.07,0.51
0.02,1.36,251.2,0.42,0.02,0.14,-8.89,0.01,137.18,0.63
0.06,1.54,316.91,0.23,0.15,0.5,-6.7,0.06,113.29,0.05
0.27,1.54,256.13,0.42,0.27,0.44,-6.37,0.01,134.95,0.46
0.01,1.48,132.48,0.4,0.29,0.3,-8.28,0.09,151.28,0.94
0.24,1.6,310.78,0.41,0.02,0.2,-6.35,0.08,111.48,0.29
0.53,1.82,252.24,0.47,0.03,0.28,-1.85,0.05,133.35,0.35
0.01,1.61,218.31,0.98,0.37,0.27,-3.82,0.06,101.5,0.63
0.11,1.67,303.42,0.42,0.05,0.33,-10.5,0.06,81.09,0.55
0,1.7,394.88,0.98,0.1,0.26,-9.63,0.27,112.46,0.86
0.13,1.38,241.41,0.9,0.1,0.22,-5.36,0.01,131.06,0.04
0.66,1.52,310.97,0.74,0.18,0.29,-2.83,0.04,114.86,0.39
0.38,1.68,310.14,0.73,0.25,0.09,-2,0.09,134.27,0.61
0.03,1.75,331.14,0.24,0.04,0.32,-3.68,0.31,107.65,0.18
0.04,1.64,319.3,0.22,0.09,0.46,-6.1,0.01,143.36,0.52
0.03,1.38,201.36,0.94,0.04,0.07,-5.36,0.04,104.6,0.21
0.19,1.63,180.34,0.33,0.1,0.33,-5.82,0.07,130.45,0.96
0.03,1.66,154.59,0.78,0.11,0.1,-8.04,0.15,107.52,0.06
0.04,1.65,119.85,0.6,0.2,0.35,-5.09,0.07,139.72,0.14
0.11,1.47,73.96,0.87,0.16,0.28,-9.59,0.05,129.53,0.54
0.07,1.47,208.9,0.46,0.51,0.06,-4.41,0.08,122.85,0.62
0.05,1.46,99.55,0.34,0.15,0.16,-10.45,0.02,167.47,0.81
1.14,1.68,183.68,0.48,0.08,0.06,-5.05,0.05,169.47,0.03
0.14,1.59,209.97,0.98,0.03,0.18,-10.67,0.32,114.24,0.53
0,1.62,112.58,0.43,0.01,0.11,-4.16,0.08,151.09,0.1
0,1.52,266.2,0.4,0.34,0.28,-7.38,0.04,110.47,0.52
0.06,1.49,255.5,0.62,0.41,0.37,-7.06,0,128.06,0.21
0.01,1.35,238.96,0.42,0.07,0.33,-6.55,0.16,101.8,0.81
0.02,1.57,282.4,0.87,0.01,0.4,-6.76,0.08,143.31,0.58
0.38,1.68,257.23,0.22,0.87,0.18,-9.93,0.17,106.12,0.92
0.09,1.83,291.02,0.37,0.13,0.23,-11.17,0.01,158.15,0.65
0.28,1.56,257.38,0.39,0.14,0.12,-8.56,0.13,87.2,0.97
0,1.55,48.06,0.75,0.11,-0.03,-11.29,0.04,145.33,0.07
0.3,1.67,185.48,0.92,0.56,0.05,-9.84,0.15,76.66,0.34
0.39,1.29,180.28,0.96,0.05,0.21,-11.11,0.23,126.56,0.88
0.25,1.84,233.87,0.21,0.06,0.33,-8.33,0,54.5,0.4
0.01,1.54,300.16,0.47,0.13,0.48,-7.86,0.01,95.83,0.18
0.11,1.49,119.38,0.5,0.08,0.21,-6.96,0.08,147.62,0.18
0.02,1.66,287.48,0.63,0.01,0.05,-0.45,0.03,149.99,0.64
0.71,1.41,230.78,0.6,0.03,0.33,-9.22,0.22,113.87,0.9
0.05,1.64,224.77,0.45,0.07,0.12,-6.98,0.05,50.76,0.03
0.22,1.7,362.49,0.48,0.06,0.39,-0.66,0.02,133.9,0.16
0.12,1.52,287.49,0.38,0.09,-0.01,-11.28,0.01,111.54,0.67
0.12,1.71,342.2,0.35,0.54,0.11,-6.14,0.21,113.07,0.51
0.23,1.82,282.49,0.47,0.06,0.54,-5.04,0.14,126.16,0.8
0.22,1.42,227.2,0.95,0.23,0.19,-9.79,0.03,172,0.53
0.31,1.63,184.53,0.26,0.08,0.26,-7.72,0.01,151.97,0.92
0.02,1.64,144.87,0.71,0.04,0.09,-6.33,0.03,116.96,0.58
0.05,1.69,228.79,0.98,0.24,0.02,-10.02,0.24,166.73,0.91
0.2,1.59,286.92,0.89,0.11,0.14,-8.04,0.02,133.44,0.42
0,1.55,254.08,0.77,0.1,0.16,-8.06,0.09,123.62,0.69
0.17,1.58,325.33,0.56,0.17,-0.22,-6.09,0.02,138.52,0.09
0.09,1.72,212.63,0.73,0.26,0.16,-5.18,0.05,130.54,0.62
0.08,1.25,411.03,0.3,0.16,0.31,-4.76,0.05,165.02,0.84
0.15,1.64,286.33,0.7,0.05,0.26,-1.8,0.02,99.37,0.76
0,1.79,296.5,0.45,0.01,0.05,-7.02,0.01,103.42,0.33
0.05,1.58,294.53,0.82,0.01,0.17,-5.51,0.02,145.55,0.19
0.17,1.6,245.26,0.37,0.56,0.2,-6.22,0.09,106.2,0.85
0.06,1.83,222.64,0.42,0.32,0.42,-7.93,0.43,105.31,0.56
0.12,1.61,262.27,0.75,0.19,0.26,-8.96,0.1,104.46,0.73
0.05,1.71,261.85,0.45,0.11,0.26,-5.37,0.01,116.74,0.23
0,1.63,391.06,0.78,0.05,-0.01,-8.64,0.01,127.21,0.35
0.36,1.66,83.31,0.87,0.03,0.32,-8.9,0.01,134.39,0.52
0.01,1.81,318.63,0.75,0.36,0.14,-9.17,0.07,137.93,0.23
0.02,1.7,295.25,0.99,0.54,0.15,-5.16,0.12,155.54,0.87
0.06,1.68,320.63,0.38,0.09,0.59,-7.22,0.05,94.34,0.45
0.51,1.66,217.66,0.51,0.2,0.14,-8.23,0.06,157.53,0.35
0.03,1.67,314.51,0.45,0.33,0.24,-8.9,0.07,126.69,0.72
0.06,1.37,269.64,0.67,0.09,-0.03,-9.12,0.11,77.73,0.44
0.3,1.93,192.35,0.45,0.13,0.15,-7.3,0.01,113.93,0.49
1.23,1.39,259.83,0.56,0.16,0.15,-6.4,0.05,105.91,0.16
0.02,1.45,92.92,0.57,0.04,0.19,-3.35,0.05,63.63,0.07
0,1.64,203.84,0.77,0.12,0.26,-8.08,0.03,103.28,0.74
0.51,1.68,246.37,0.58,0.35,0.16,-5.46,0.05,70.59,0.01
0.25,1.76,279.73,0.81,0.25,0.16,-10.48,0.07,83,0.61
0.47,1.71,308.73,0.82,0.34,0.21,-7.03,0.09,121.68,0.5
0.36,1.44,352.73,0.31,0.99,-0.03,-9.73,0.05,120.72,0.79
0.18,1.41,182.29,0.35,0.01,0.25,-2.49,0.12,75.48,0.24
0.02,1.59,153.27,0.83,0.05,0.37,-10.35,0.07,134.82,0.98
0.8,1.52,207.16,0.81,0.29,0.28,-9.72,0.03,174.37,0.36
0.15,1.68,73.9,0.3,0.09,0.48,-8.46,0.1,149.41,0.85
0.47,1.71,185.77,0.97,0,-0.04,-9.55,0.04,148.16,0.3
0.25,1.4,145.49,0.93,0,0.08,-13.69,0.07,87.9,0.12
0.05,1.68,305.3,0.69,0.02,0.32,-12.16,0.38,76.69,0.98
0.28,1.52,94.09,0.69,0.01,0.2,-5.8,0.11,91.91,0.5
0.44,1.56,212.9,0.26,0.49,0.37,-11.06,0.1,123.31,0.49
0.25,1.63,418.93,0.25,0.53,0.2,-3.08,0.13,121.23,0.71
0.08,1.51,300.86,0.57,0.13,0.28,-10.41,0.02,76.55,0.2
0.2,1.33,279.88,0.78,0.21,0.15,-7.54,0.07,126.05,0.56
0.19,1.52,227.64,0.8,0.03,0.19,-3.96,0.07,98.25,0.81
0.26,1.68,348.95,0.25,0.06,0.29,-8.45,0.02,157.15,0.07
0.08,1.39,370.03,0.29,0.47,0.13,-1.48,0.09,125.19,0.81
0.06,1.48,183.93,0.8,0.13,0.16,-5.08,0.05,88.37,0.89
0.03,1.65,271.12,0.68,0.4,0.18,-10.4,0.08,97.7,0.32
0.16,1.68,123.26,0.4,0.07,0.37,-9.38,0.16,134.55,0.41
0.02,1.48,238.11,0.53,0.33,0.6,-1.14,0.12,103.51,0.51
0.5,1.54,231.08,0.5,0.06,0.18,-4.68,0.3,163.36,0.88
0.74,1.75,285.49,0.22,0.04,-0.06,-1.78,0.12,149.82,0.46
0.4,1.61,284.81,0.74,0.02,0.3,-8.9,0.05,137.67,0.55
0.12,1.69,196.63,0.95,0.42,0.43,-9.14,0.05,144.78,0.48
0.1,1.6,298.43,0.86,0.18,0.29,-6.51,0.01,123.66,0.1
0.73,1.59,280.5,0.36,0.21,0.15,-9.19,0.11,114.95,0.06
0.48,1.67,264.68,0.36,0.31,0.15,-9.17,0.04,161.97,0.77
0.08,1.58,154.09,0.82,0.03,0.31,-10.14,0.04,150.12,0.06
0.05,1.66,302.55,0.53,0.19,0.34,-3.77,0,114.72,0.32
0.08,1.89,61.91,0.64,0.08,0.05,-4.77,0.05,137.39,0.12
0.03,1.68,300.06,0.31,0.02,0.18,-7.21,0.17,118.69,0.25
0.75,1.52,147.31,0.63,0.03,0.23,-8.17,0.03,153.13,0.15
0,1.68,266.15,0.6,0.04,0.14,-7.38,0.12,116.13,0.07
0.18,1.8,241,0.83,0.3,-0.03,-5.46,0.05,111.69,0.43
0.14,1.69,201.29,0.48,0.07,0.2,0.08,0.2,97.48,0.99
0.29,1.57,296.01,0.92,0.05,0.13,-9.05,0.03,91.3,0.17
0.07,1.57,241.03,0.52,0.06,0.04,-9.08,0.04,77.67,0.23
0.24,1.68,319.31,0.56,0.16,0.4,-10.53,0.01,96.01,0.93
0.12,1.39,248.22,0.78,0.25,0.09,-6.27,0.2,133.75,0.43
0.24,1.53,268.73,0.38,0.21,0.15,-11.63,0.11,108.04,0.28
0.04,1.74,185.29,0.43,0.05,0.18,-10.65,0.05,124.86,0.62
0.05,1.63,416.67,0.71,0.02,0.01,-7.01,0.04,109.55,0.69
0.21,1.57,107.26,0.57,0.07,0.13,-6.87,0.06,95,0.19
